game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
The Outer Worlds 2,2025-10-01,2025-10-01,,,Xbox Game Studios,Obsidian Entertainment,Xbox / PC
Evil West,2022-11-01,2025-10-01,,73,"Focus Home Interactive, Focus Entertainment",Flying Wild Hog,Xbox / PC
Ninja Gaiden 4,2025-10-01,2025-10-01,,,Xbox Game Studios,"Platinum Games, Koei Tecmo, Team NINJA",Xbox / PC
Keeper,2025-10-01,2025-10-01,,,,Terrarium,Xbox / PC
Pax Dei,2025-10-01,2025-10-01,,,"Mainframe Industries, New Tales",Mainframe Industries,PC
Ball x Pit,2025-10-01,2025-10-01,,,Devolver Digital,Kenny Sun,Xbox / PC
The Grinch: Christmas Adventures,2023-10-01,2025-10-01,,68,Outright Games,Casual Brothers,Xbox / PC
The Casting of Frank Stone,2024-09-01,2025-10-01,,68,Behaviour Interactive,Supermassive Games,Xbox / PC
Baldur's Gate and Baldur's Gate II: Enhanced Editions,2019-10-01,2025-10-01,,72,Skybound Games,Beamdog,PC
Little Rocket Lab,2025-10-01,2025-10-01,,83,No More Robots,Teenage Astronauts,Xbox / PC
Supermarket Simulator,2025-06-01,2025-10-01,,,Nokta Games,Nokta Games,Xbox / PC
Sopa: Tale of the Stolen Potato,2025-10-01,2025-10-01,,79,StudioBando,StudioBando,Xbox / PC
Hogwarts Legacy,2023-02-01,2025-10-01,,84,"Warner Bros. Interactive, Wizarding World","Avalanche Software, Portkey Games",Xbox / PC
Assassin's Creed II,2009-11-01,2025-10-01,,90,Ubisoft Entertainment,Ubisoft Montreal,PC
Assassin's Creed III: Remastered,2019-03-01,2025-10-01,,72,Ubisoft Entertainment,Ubisoft Montreal,Xbox / PC
Assassin's Creed IV Black Flag,2013-10-01,2025-10-01,,88,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal, Ubisoft Toronto, Ubisoft Bucharest",Xbox / PC
Assassin's Creed IV Black Flag: Freedom Cry,2013-12-01,2025-10-01,,71,Ubisoft Entertainment,Ubisoft Montreal,PC
Assassin's Creed Brotherhood,2010-11-01,2025-10-01,,89,Ubisoft Entertainment,Ubisoft Montreal,PC
Assassin's Creed Chronicles: China,2015-04-01,2025-10-01,,69,Ubisoft Entertainment,"Ubisoft, Climax Studios",Xbox / PC
Assassin's Creed Chronicles: India,2016-01-01,2025-10-01,,63,Ubisoft Entertainment,"Ubisoft, Climax Studios",Xbox / PC
Assassin's Creed Chronicles: Russia,2016-02-01,2025-10-01,,62,Ubisoft Entertainment,"Ubisoft, Climax Studios",Xbox / PC
Assassin's Creed Liberation HD,2014-01-01,2025-10-01,,62,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal, Ubisoft Milan, Ubisoft Sofia",PC
Assassin's Creed Revelations,2011-11-01,2025-10-01,,80,Ubisoft Entertainment,Ubisoft,PC
Assassin's Creed Rogue: Remastered,2018-03-01,2025-10-01,,71,,Ubisoft,Xbox / PC
Assassin's Creed Syndicate,2015-10-01,2025-10-01,,76,Ubisoft Entertainment,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Singapore",Xbox / PC
Assassin's Creed: The Ezio Collection,2016-11-01,2025-10-01,,72,Ubisoft Entertainment,Ubisoft,Xbox
Assassin's Creed Unity,2014-11-01,2025-10-01,,72,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal, Ubisoft Toronto, Ubisoft Montpellier",Xbox / PC
Child of Light,2014-04-01,2025-10-01,,82,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",Xbox / PC
Far Cry 3,2012-12-01,2025-10-01,,88,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",Xbox / PC
Far Cry 3: Blood Dragon,2013-05-01,2025-10-01,,80,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",Xbox / PC
Far Cry Primal,2016-02-01,2025-10-01,,76,Ubisoft Entertainment,Ubisoft,Xbox / PC
Hungry Shark World,2018-07-01,2025-10-01,,58,Ubisoft Entertainment,Ubisoft,Xbox / PC
Monopoly Madness,2022-12-01,2025-10-01,,,Ubisoft Entertainment,"Engine Software, Ubisoft",Xbox / PC
Monopoly (2024),2024-09-01,2025-10-01,,74,"Electronic Arts, Ubisoft Entertainment, Marmalade Game Studio","Ubisoft, Engine Software, Sperasoft, Marmalade Game Studio, Electronic Arts Bright Light",Xbox / PC
OddBallers,2023-01-01,2025-10-01,,71,"Ubisoft Entertainment, Game Swing",Game Swing,Xbox / PC
Prince of Persia: The Lost Crown,2024-01-01,2025-10-01,,86,Ubisoft Entertainment,,Xbox / PC
Rabbids Invasion: The Interactive TV Show,2014-11-01,2025-10-01,,53,Ubisoft Entertainment,Ubisoft,Xbox
Rabbids: Party of Legends,2022-06-01,2025-10-01,,69,Ubisoft Entertainment,Ubisoft Chengdu,Xbox / PC
Rayman Legends,2013-09-01,2025-10-01,,92,Ubisoft Entertainment,"Ubisoft, Ubisoft Montpellier",Xbox / PC
Risk: Urban Assault,2016-08-01,2025-10-01,,61,Ubisoft Entertainment,Ubisoft,Xbox
Scott Pilgrim vs. The World: The Game,2021-01-01,2025-10-01,,79,Ubisoft Entertainment,"Ubisoft Montreal, Ubisoft Chengdu",Xbox / PC
Skull and Bones,2024-02-01,2025-10-01,,59,Ubisoft Entertainment,Ubisoft Singapore,Xbox / PC
South Park: The Stick of Truth,2014-03-01,2025-10-01,,85,Ubisoft Entertainment,Obsidian Entertainment,Xbox / PC
Starlink: Battle for Atlas,2018-10-01,2025-10-01,,74,Ubisoft Entertainment,Ubisoft Toronto,Xbox / PC
Steep,2016-11-01,2025-10-01,,71,Ubisoft Entertainment,"Ubisoft, Ubisoft Montpellier, Ubisoft Annecy, Ubisoft Kiev",Xbox / PC
The Crew 2,2018-06-01,2025-10-01,,64,Ubisoft Entertainment,"Ubisoft, Ivory Tower",Xbox / PC
The Settlers: New Allies,2023-02-01,2025-10-01,,54,Ubisoft Entertainment,Ubisoft Düsseldorf,Xbox / PC
Tom Clancy's Ghost Recon Breakpoint,2019-10-01,2025-10-01,,56,Ubisoft Entertainment,"Ubisoft, Ubisoft Paris",Xbox / PC
Tom Clancy's Rainbow Six: Extraction,2022-01-01,2025-10-01,,72,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",Xbox / PC
Tom Clancy's The Division,2016-03-01,2025-10-01,,80,Ubisoft Entertainment,"Ubisoft, Massive Entertainment",Xbox / PC
Trackmania Turbo,2016-03-01,2025-10-01,,81,Ubisoft Entertainment,"Ubisoft, Nadeo",Xbox / PC
Transference,2018-09-01,2025-10-01,,71,Ubisoft Entertainment,Ubisoft,Xbox
Trials Fusion,2014-04-01,2025-10-01,,79,Ubisoft Entertainment,"Ubisoft, Ubisoft Shanghai, Redlynx",Xbox / PC
Trials of the Blood Dragon,2016-06-01,2025-10-01,,55,Ubisoft Entertainment,"Ubisoft, Ubisoft Kiev, Redlynx",Xbox / PC
Trials Rising,2019-02-01,2025-10-01,,79,Ubisoft Entertainment,"Ubisoft, Redlynx",Xbox / PC
Uno,2006-05-01,2025-10-01,,81,"Ubisoft Entertainment, Gameloft",Ubisoft,Xbox / PC
Valiant Hearts: The Great War,2014-06-01,2025-10-01,,77,Ubisoft Entertainment,Ubisoft Montpellier,Xbox / PC
Watch_Dogs,2014-05-01,2025-10-01,,80,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",Xbox / PC
Wheel of Fortune,2017-11-01,2025-10-01,,80,,,Xbox
Zombi,2015-08-01,2025-10-01,,65,Ubisoft Entertainment,"Ubisoft, Straight Right",Xbox / PC
Lara Croft and the Guardian of Light,2015-02-01,2025-09-01,,84,Square Enix,"Square Enix, Crystal Dynamics",Xbox / PC
Peppa Pig: World Adventures,2023-03-01,2025-09-01,,72,Outright Games,Petoons Studio,Xbox / PC
Visions of Mana,2024-08-01,2025-09-01,,75,Square Enix,Square Enix,Xbox / PC
SWORN,2025-09-01,2025-09-01,,,"Team17 Digital, Low End Games","Windwalk Games, Low End Games",Xbox / PC
ENDLESS Legend 2 (Game Preview),2025-09-01,2025-09-01,,82,SEGA,Amplitude Studios,PC
Hades,2018-12-01,2025-09-01,,94,Supergiant Games,Supergiant Games,Xbox / PC
Frostpunk 2,2024-09-01,2025-09-01,,85,11 bit studios,11 Bit Studios,Xbox / PC
Wobbly Life,2025-08-01,2025-09-01,,80,RubberBandGames,RubberBandGames,Xbox / PC
Deep Rock Galactic: Survivor,2025-09-01,2025-09-01,,,Ghost Ship Publishing,Funday Games,Xbox / PC
PAW Patrol World,2023-09-01,2025-09-01,,79,Outright Games,3DClouds,Xbox / PC
RoadCraft,2025-05-01,2025-09-01,,77,,lassevalentini,Xbox
Hollow Knight: Silksong,2025-09-01,2025-09-01,,,Team Cherry,Team Cherry,Xbox / PC
Cataclismo,2025-03-01,2025-09-01,,82,"Humble Games, Hooded Horse",Digital Sun,PC
I Am Your Beast,2024-09-01,2025-09-01,,79,"Strange Scaffold, Frosty Pop",Strange Scaffold,Xbox / PC
Dragon Age: The Veilguard,2024-10-01,2025-08-01,,82,Electronic Arts,BioWare,Xbox / PC
Gears of War: Reloaded,2025-08-01,2025-08-01,,79,"Microsoft Studios, Xbox Game Studios",The Coalition,Xbox / PC
Herdling,2025-08-01,2025-08-01,,77,Panic,Okomotive,Xbox / PC
The Rogue Prince of Persia,2025-08-01,2025-08-01,,81,Ubisoft Entertainment,Evil Empire,Xbox / PC
Persona 4: Golden,2012-06-01,2025-08-01,,90,"SEGA, Atlus","Atlus, P Studio",Xbox / PC
Blacksmith Master,2025-05-01,2025-08-01,,,Hooded Horse,Untitled Studio,PC
VOID/BREAKER,2025-08-01,2025-08-01,,,PlayStack,Stubby Games,PC
9 Kings (Game Preview),2025-08-01,2025-08-01,,,Holospark,Holospark,PC
Caesar III,1998-09-01,2025-08-01,,,Activision Blizzard,Impressions Games,Xbox / PC
Climber 5,1987-01-01,2025-08-01,,,Nintendo,Nintendo,Xbox / PC
The Colonel's Bequest,1989-10-01,2025-08-01,,,"Activision Blizzard, Sierra On-Line, Sierra Entertainment","Sierra Entertainment, Sierra, Sierra On-Line",Xbox / PC
Private Eye,1984-02-01,2025-08-01,,,Activision Blizzard,Activision,Xbox / PC
Oystron,1997-01-01,2025-08-01,,,XYPE,Piero Cavina,Xbox / PC
Shootin' Gallery,1982-01-01,2025-08-01,,,,JamesGottago,Xbox / PC
Wing War,1983-12-01,2025-08-01,,,"GOG, Strategic Simulations, SNEG",DreamForge Intertainment,Xbox / PC
Aliens: Fireteam Elite,2022-08-01,2025-08-01,,69,"Focus Home Interactive, Cold Iron Studios",Cold Iron Studios,Xbox / PC
Assassin's Creed Mirage,2023-10-01,2025-08-01,,76,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal, Ubisoft Bordeaux",Xbox / PC
Heretic + Hexen,2025-08-01,2025-08-01,,82,Bethesda Softworks,"id Software, Nightdive Studios",Xbox / PC
Rain World,2017-03-01,2025-08-01,,59,Adult Swim Games,"Adult Swim, Videocult",Xbox / PC
Farming Simulator 25,2024-11-01,2025-08-01,,75,Giants Software,Giants Software,Xbox / PC
Grounded 2 (Game Preview),2025-07-01,2025-07-01,,,,,Xbox / PC
WUCHANG: Fallen Feathers,2025-07-01,2025-07-01,,74,505 Games,"Leenzee Games, Leenzee",Xbox / PC
Wheel World,2025-07-01,2025-07-01,,71,Annapurna Interactive,Messhof,Xbox / PC
Abiotic Factor,2025-07-01,2025-07-01,,88,PlayStack,Deep Field Games,Xbox / PC
Descenders Next (Game Preview),2025-07-01,2025-07-01,,,,,Xbox / PC
Caesar,1992-01-01,2025-07-01,,,"Activision Blizzard, Sierra Entertainment",Impressions Games,Xbox / PC
Conquests of Camelot: The Search for the Grail,1990-01-01,2025-07-01,,,"Activision Blizzard, Sierra On-Line","Sierra Entertainment, Sierra, Sierra On-Line",Xbox / PC
Gabriel Knight: Sins of the Fathers,1993-01-01,2025-07-01,,,Activision Blizzard,"Sierra, Phoenix Online Studios, Sierra On-Line",Xbox / PC
Hard Head,1983-01-01,2025-07-01,,,Konami,"Konami Digital Entertainment, Arc System Works, Arc System Works Co.",Xbox / PC
Okie Dokie,1996-01-01,2025-07-01,,,Sony Computer Entertainment,"Sony Interactive Entertainment, Humanature Studios",Xbox / PC
Skate Boardin',1987-07-01,2025-07-01,,,"Activison, Absolute Entertainment",Absolute Entertainment,Xbox / PC
Skeleton+,2003-01-01,2025-07-01,,,Vyacheslav Shilikhin,Vyacheslav Shilikhin,Xbox / PC
He Is Coming (Game Preview),2025-07-01,2025-07-01,,,Holospark,Holospark,PC
RoboCop: Rogue City,2023-11-01,2025-07-01,,72,Nacon,Teyon,Xbox / PC
My Friendly Neighborhood,2023-07-01,2025-07-01,,81,,DreadXP,Xbox / PC
High on Life,2022-12-01,2025-07-01,,67,Squanch Games,Squanch Games,Xbox / PC
Tony Hawk's Pro Skater 3 + 4,2025-07-01,2025-07-01,,82,"Activision Blizzard, Activision Value Publishing",Iron Galaxy Studios,Xbox / PC
Minami Lane,2024-02-01,2025-07-01,,78,Doot,"Doot, Blibloop",Xbox / PC
The Ascent,2021-07-01,2025-07-01,,70,Curve Digital,Neon Giant,Xbox / PC
Ultimate Chicken Horse,2018-09-01,2025-07-01,,80,Clever Endeavour Games,"NVIDIA Lightspeed Studios, Clever Endeavour Games",Xbox / PC
Cosmic Commuter,1985-01-01,2025-07-01,,,3D Realms,"3D Realms, Apogee Software",Xbox / PC
Heart of China,1991-01-01,2025-07-01,,,"Activision Blizzard, Sierra On-Line, Sierra Entertainment",Dynamix,Xbox / PC
Skiing,1980-01-01,2025-07-01,,,Activision Blizzard,Activision,Xbox / PC
Solar Storm,1983-01-01,2025-07-01,,,"Lucid Dreams Studios, Jakub Tomšů","Lucid Dreams Studios, Jakub Tomšů",Xbox / PC
Subterranea,1983-01-01,2025-07-01,,,Xenoaisam Studio,XenoAisam,Xbox / PC
Little Nightmares II,2021-02-01,2025-07-01,,82,Bandai Namco Entertainment,Tarsier Studios,Xbox / PC
Rise of the Tomb Raider,2015-11-01,2025-07-01,,86,"Square Enix, Microsoft Studios, Feral Interactive","Feral Interactive, Crystal Dynamics, Nixxes",Xbox / PC
Call of Duty: WWII,2017-11-01,2025-06-01,,79,Activision Blizzard,Sledgehammer Games,Xbox / PC
Warcraft I: Remastered,2024-11-01,2025-06-01,,71,Blizzard Entertainment,,PC
Warcraft II: Remastered,2024-11-01,2025-06-01,,72,Blizzard Entertainment,,PC
Warcraft III: Reforged,2020-01-01,2025-06-01,,59,Activision Blizzard,,PC
Volcano Princess,2023-04-01,2025-06-01,,80,Gamera Games,养蛋人工作室 Egg Hatcher,Xbox / PC
Rematch,2025-06-01,2025-06-01,,78,"Kepler Interactive, Sloclap",Sloclap,Xbox / PC
FBC: Firebreak,2025-06-01,2025-06-01,,64,Remedy Entertainment,Remedy Entertainment,Xbox / PC
Crash Bandicoot 4: It's About Time,2020-10-01,2025-06-01,,85,"Activision Blizzard, Activision Value Publishing","Beenox, Toys for Bob, Iron Galaxy Studios, Activision Shanghai, Hardsuit Labs",Xbox / PC
Lost in Random: The Eternal Die,2025-06-01,2025-06-01,,78,Thunderful Publishing,Stormteller Games,Xbox / PC
The Alters,2025-06-01,2025-06-01,,84,11 bit studios,11 Bit Studios,Xbox / PC
EA Sports FC 25,2024-09-01,2025-06-01,,76,Electronic Arts,"Electronic Arts, EA Canada & EA Romania",Xbox / PC
Barbie Project Friendship,2024-10-01,2025-06-01,,80,Outright Games,"Casual Brothers, XALOC STUDIOS",Xbox / PC
"Warhammer 40,000: Space Marine - Master Crafted Edition",2011-09-01,2025-06-01,,76,SEGA,"Relic Entertainment, SneakyBox",Xbox / PC
Baldur's Gate: Enhanced Edition,2012-11-01,2025-06-01,,78,"Beamdog, Overhaul Games","BioWare, Beamdog, Overhaul Games",Xbox
Baldur's Gate II: Enhanced Edition,2013-11-01,2025-06-01,,78,"Beamdog, Overhaul Games","BioWare, Beamdog, Overhaul Games",Xbox
Symphonia (2024),2024-12-01,2025-06-01,,85,Bandai Namco Entertainment,Bandai Namco Entertainment,Xbox / PC
Crypt Custodian,2024-08-01,2025-06-01,,82,"H2 Interactive Co, Top Hat Studios, H2 Interactive Co., Kyle Thompson",Kyle Thompson,Xbox / PC
Spray Paint Simulator,2025-05-01,2025-05-01,,78,Whitethorn Games,North Star Video Games,Xbox / PC
Metaphor: ReFantazio,2024-10-01,2025-05-01,,94,"SEGA, Atlus","Atlus, Studio Zero",Xbox / PC
To a T,2025-05-01,2025-05-01,,73,Annapurna Interactive,uvula,Xbox / PC
Tom Clancy's The Division 2,2019-03-01,2025-05-01,,82,Ubisoft Entertainment,"Ubisoft, Massive Entertainment",Xbox / PC
Tales of Kenzera: ZAU,2024-04-01,2025-05-01,,76,Electronic Arts,Surgent Studios,Xbox / PC
Activision Prototype #1,1983-01-01,2025-05-01,,79,"Activision Blizzard, Cold Enemy Gaming","Activision, Radical Entertainment, Radical, Dennispr33",Xbox / PC
Atlantis,1988-04-01,2025-05-01,,,Imagic,Imagic,Xbox / PC
Atlantis II,1988-04-01,2025-05-01,,,Anuman Interactive,"Cryo Interactive, Koalabs",Xbox / PC
Barnstorming,1982-03-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Baseball,1988-03-01,2025-05-01,,,Nintendo,Nintendo,Xbox / PC
Beamrider,1984-01-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Bloody Human Freeway,1981-07-01,2025-05-01,,,"Captain Games, Blinkbat Games","Captain Games, Blinkbat Games",Xbox / PC
Boxing,1980-07-01,2025-05-01,,,A1 Games,Sony Interactive Entertainment,Xbox / PC
Bridge,1980-12-01,2025-05-01,,,"Artworx Software, cosmigo, zanwuyu","Artworx Software, zanwuyu",Xbox / PC
Caesar II,1995-01-01,2025-05-01,,,"Activision Blizzard, Sierra On-Line","Impressions Games, Impressions Software",Xbox / PC
Checkers,1980-07-01,2025-05-01,,,,LostError,Xbox / PC
Chopper Command,1982-05-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Commando,1983-03-01,2025-05-01,,,Capcom,Capcom,Xbox / PC
Conquests of the Longbow: The Legend of Robin Hood,1991-01-01,2025-05-01,,,"Activision Blizzard, Sierra On-Line, Sierra Entertainment","Sierra Entertainment, Sierra, Sierra On-Line",Xbox / PC
Cosmic Ark,1982-08-01,2025-05-01,,,Imagic,Imagic,Xbox / PC
Crackpots,1983-05-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Decathlon,1983-03-01,2025-05-01,,,Chengdu Huanqiu Shidai Technology Co,HAPMONKEY,Xbox / PC
Demon Attack,1988-04-01,2025-05-01,,,Imagic,Imagic,Xbox / PC
Dolphin,1983-12-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Dragster,1980-07-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Enduro,1983-02-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Fathom,1983-08-01,2025-05-01,,,,strayvoltage,Xbox / PC
Fire Fighter,1982-09-01,2025-05-01,,,Dataware,Dataware,Xbox / PC
Fishing Derby,1980-07-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Freddy Pharkas: Frontier Pharmacist,1993-01-01,2025-05-01,,,Activision Blizzard,Sierra,Xbox / PC
Freeway,1981-07-01,2025-05-01,,,Activision Blizzard,,Xbox / PC
Frostbite,1983-08-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Grand Prix,1982-03-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
H.E.R.O.,1984-03-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Kaboom!,1984-01-01,2025-05-01,,,,,Xbox / PC
Laser Blast,1981-03-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
MechWarrior,1989-12-01,2025-05-01,,,"Activision Blizzard, Victor Interactive Software","Activision, Beam Software, Dynamix, Krome Studios Melbourne",Xbox / PC
MechWarrior 2: 31st Century Combat,1995-07-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Megamania,1982-04-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Pitfall II: Lost Caverns,1983-09-01,2025-05-01,,,"SEGA, Activision Blizzard",Activision,Xbox / PC
Pitfall!,1982-04-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Police Quest,1987-01-01,2025-05-01,,,Coda Platform,Coda Platform,Xbox / PC
Pressure Cooker,1983-02-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Quest for Glory: So You Want to Be a Hero,1989-10-01,2025-05-01,,,"Sierra On-Line, Sierra Entertainment","Sierra Entertainment, Sierra On-Line",Xbox / PC
Riddle of the Sphinx,1982-01-01,2025-05-01,,,"Imagic, Life Tree Group",Life Tree Group,Xbox / PC
River Raid,1982-08-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
River Raid II,1988-07-01,2025-05-01,,,,MikDev,Xbox / PC
Robot Tank,1983-03-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Sky Jinks,1982-11-01,2025-05-01,,,Activision Blizzard,Activision,Xbox / PC
Space Quest 2,1987-01-01,2025-05-01,,,"Sierra On-Line, Sierra Entertainment","Sierra Entertainment, Sierra On-Line",Xbox / PC
Space Quest 6,1995-01-01,2025-05-01,,,1C Company,"SNK, 1C Online Games",Xbox / PC
Space Treat Deluxe,2003-04-01,2025-05-01,,,Atari,Chris Sawyer Productions,Xbox / PC
Spider Fighter,1983-01-01,2025-05-01,,,"SUPERLEVEL, OOO",Superlevel,Xbox / PC
Star Voyager,1982-04-01,2025-05-01,,,"Acclaim, Imagic","Imagic, ASCII Entertainment",Xbox / PC
Tennis,1981-03-01,2025-05-01,,,"Nintendo, HUDSON SOFT","Nintendo, Intelligent Systems",Xbox / PC
The Adventures of Willy Beamish,1991-01-01,2025-05-01,,,"Activision Blizzard, Sierra On-Line, Sierra Entertainment",Dynamix,Xbox / PC
The Dagger of Amon Ra,1992-01-01,2025-05-01,,,Activision Blizzard,Sierra,Xbox / PC
Thwocker,1984-01-01,2025-05-01,,,,Yoke Mart,Xbox / PC
Title Match Pro Wrestling,1987-07-01,2025-05-01,,,,KAPPSULE,Xbox / PC
Torin's Passage,1995-10-01,2025-05-01,,,Activision Blizzard,Sierra,Xbox / PC
Trick Shot,1982-01-01,2025-05-01,,,"Neobite Games, PLEXUS GAME, Jonathan Topf","Neobite Games, Jonathan Topf, PLEXUS GAME",Xbox / PC
Vault Assault,2001-08-01,2025-05-01,,75,Inkle,inkle,Xbox / PC
Venetian Blinds,1981-01-01,2025-05-01,,,,Mike Agresta,Xbox / PC
Zork I: The Great Underground,1980-01-01,2025-05-01,,,"Mastertronic, Infocom, Tandy, SystemSoft, Personal Software, Commodore Business Machines",Infocom,Xbox / PC
Zork Zero: The Revenge of Megaboz,1988-10-01,2025-05-01,,,"Activison, Infocom",Infocom,Xbox / PC
Monster Train 2,2025-05-01,2025-05-01,,90,Big Fan Games,Shiny Shoe,Xbox / PC
DOOM: The Dark Ages,2025-05-01,2025-05-01,,85,Bethesda Softworks,id Software,Xbox / PC
Firefighting Simulator: The Squad,2022-12-01,2025-05-01,,60,Astragon Entertainment,Chronos Unterhaltungssoftware,Xbox / PC
Police Simulator: Patrol Officers,2022-11-01,2025-05-01,,58,Astragon Entertainment,Aesir Interactive,Xbox / PC
Kulebra and the Souls of Limbo,2025-05-01,2025-05-01,,73,Galla,Galla,Xbox / PC
Warhammer: Vermintide 2,2018-03-01,2025-05-01,,83,Fatshark,Fatshark,Xbox
Revenge of the Savage Planet,2025-05-01,2025-05-01,,77,Raccoon Logic Studios,Raccoon Logic Studios,Xbox / PC
Dragon Ball Xenoverse 2,2016-10-01,2025-05-01,,72,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, QLOC, DIMPS",Xbox / PC
DREDGE,2023-03-01,2025-05-01,,80,Team17 Digital,Black Salt Games,Xbox / PC
Anno 1800,2019-04-01,2025-05-01,,81,Ubisoft Entertainment,Blue Byte,Xbox / PC
Call of Duty: Modern Warfare II,2022-10-01,2025-05-01,,75,Activison,Infinity Ward,Xbox / PC
Far Cry 4,2014-11-01,2025-04-01,,85,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",Xbox / PC
Towerborne (Game Preview),2025-04-01,2025-04-01,,,Holospark,Holospark,Xbox / PC
Clair Obscur: Expedition 33,2025-04-01,2025-04-01,,92,Kepler Interactive,"Sundial Interactive, Sandfall Interactive",Xbox / PC
The Elder Scrolls IV: Oblivion - Remastered,2025-04-01,2025-04-01,,82,Bethesda Softworks,"Bethesda Game Studios, Virtuos",Xbox / PC
Crime Scene Cleaner,2024-08-01,2025-04-01,,77,Grippens Castle,Grippens Castle,Xbox / PC
Tempopo,2025-04-01,2025-04-01,,74,CULT Games,Witch Beam,Xbox / PC
SpongeBob SquarePants: The Patrick Star Game,2024-10-01,2025-04-01,,67,Outright Games,PHL Collective,Xbox / PC
Grand Theft Auto V,2013-09-01,2025-04-01,,97,Rockstar Games,"Rockstar North, Rockstar Games",Xbox / PC
Blue Prince,2025-04-01,2025-04-01,,93,Raw Fury,Dogubomb,Xbox / PC
NHL 25,2025-04-01,2025-04-01,,66,Electronic Arts,Electronic Arts,Xbox
Commandos: Origins,2025-04-01,2025-04-01,,76,Kalypso Media,"Claymore Games, Claymore Game Studios",Xbox / PC
Diablo III: Reaper of Souls - Ultimate Evil Edition,2014-08-01,2025-04-01,,90,Blizzard Entertainment,,Xbox / PC
South of Midnight,2025-04-01,2025-04-01,,77,Xbox Game Studios,Compulsion Games,Xbox / PC
Atomfall,2025-03-01,2025-03-01,,75,Rebellion,Rebellion,Xbox / PC
EA Sports College Football 25,2024-07-01,2025-03-01,,83,Electronic Arts,"Electronic Arts, EA Canada & EA Romania",Xbox
Blizzard Arcade Collection,2021-02-01,2025-03-01,,75,"Activision Blizzard, Blizzard Entertainment",,Xbox / PC
Mythwrecked: Ambrosia Island,2024-12-01,2025-03-01,,62,Whitethorn Games,Polygon Treehouse,Xbox / PC
33 Immortals (Game Preview),2025-03-01,2025-03-01,,54,"Toadman Interactive, Game Odyssey","Toadman Interactive, SOLD OUT SALES & MARKETING",Xbox / PC
Mullet Madjack,2024-05-01,2025-03-01,,88,"Epopeia Games, HAMMER95",HAMMER95,Xbox / PC
Enter the Gungeon,2016-04-01,2025-03-01,,85,Devolver Digital,Dodge Roll,Xbox / PC
One Lonely Outpost,2023-06-01,2025-03-01,,60,Freedom Games,Freedom Games,Xbox / PC
Monster Train,2020-05-01,2025-03-01,,85,"Good Shepherd Entertainment, Gambitious","Good Shepherd Entertainment, Shiny Shoe",Xbox / PC
Watch Dogs: Legion,2020-10-01,2025-02-01,,76,Ubisoft Entertainment,"Ubisoft, Ubisoft Toronto",Xbox / PC
Balatro,2024-11-01,2025-02-01,,90,PlayStack,LocalThunk,Xbox / PC
F1 24,2024-05-01,2025-02-01,,72,Electronic Arts,Codemasters,Xbox / PC
"Warhammer 40,000: Rogue Trader",2024-09-01,2025-02-01,,86,Owlcat Games,Owlcat Games,Xbox / PC
Avowed,2025-02-01,2025-02-01,,81,Xbox Game Studios,Obsidian Entertainment,Xbox / PC
Kingdom: Two Crowns,2018-12-01,2025-02-01,,84,Raw Fury,"Raw Fury, Noio, Coatsink, Fury Studios, StumpySquid",Xbox / PC
Madden NFL 25 (2024),2024-08-01,2025-02-01,,70,Electronic Arts,"Electronic Arts, Electronic Arts Tiburon, Electronic Arts Sports",Xbox / PC
Far Cry: New Dawn,2019-02-01,2025-02-01,,71,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal",Xbox / PC
